foveola: {{en-noun|s|foveolae|foveolæ}}
restring: {{en-verb|restrings|restringing|restrung}}
restringing: {{en-noun}}
restrive: {{en-verb|restrives|restriving|restrove|restriven}}
restroom: {{en-noun}}
restructure: {{en-verb}}
restructure: {{en-noun}}
restructuring: {{en-noun}}
restudy: {{en-verb}}
restuff: {{en-verb}}
restyle: {{en-verb}}
restyling: {{en-noun}}
resubmission: {{en-noun|~}}
resubmit: {{en-verb|++}}
result: {{en-verb}}
result: {{en-noun}}
result: {{en-interj}}
result: {{en-verb}}
result: {{en-noun}}
result: {{en-interj}}
resultant: {{en-adj|-}}
resultant: {{en-noun}}
resultant: {{en-adj|-}}
resultant: {{en-noun}}
resultantly: {{en-adv|-}}
resultful: {{en-adj}}
resulting: {{en-adj|-}}
resulting: {{en-adj|-}}
resultless: {{en-adj|-}}
resultless: {{en-adj|-}}
resume: {{en-verb}}
resume: {{en-noun}}
resume: {{en-verb}}
resume: {{en-noun}}
resumer: {{en-noun}}
resummon: {{en-verb}}
resummons: {{en-noun}}
resumption: {{en-noun|~}}
resupinate: {{en-adj}}
resupinate: {{en-verb}}
resupine: {{en-adj|-}}
resupply: {{en-verb}}
resupply: {{en-noun|~}}
resurface: {{en-verb}}
resurfacer: {{en-noun}}
resurfacing: {{en-noun}}
resurge: {{en-verb}}
resurge: {{en-noun}}
resurgence: {{en-noun}}
resurgent: {{en-adj}}
resurgent: {{en-noun}}
resurging: {{en-noun}}
resurging: {{en-adj}}
resurrect: {{en-verb}}
resurrection: {{en-noun|~}}
resurrectional: {{en-adj|-}}
resurrectionist: {{en-noun}}
resurvey: {{en-verb}}
resurvey: {{en-noun}}
resuscitate: {{en-verb}}
resuscitate: {{en-adj|-}}
resuscitation: {{en-noun|~}}
resuscitative: {{en-adj}}
resuscitative: {{en-adj}}
resuscitator: {{en-noun}}
resynthesis: {{en-noun|resyntheses}}
resynthesize: {{en-verb}}
resynthesized: {{en-adj|-}}
resystematize: {{en-verb}}
ret: {{en-verb}}
ret: {{en-verb}}
retable: {{en-noun}}
retable: {{en-verb}}
retack: {{en-verb}}
retackle: {{en-verb}}
retag: {{en-verb|++}}
retail: {{en-noun|-}}
retail: {{en-adj|-}}
retail: {{en-verb}}
retail: {{en-noun|-}}
retail: {{en-adj|-}}
retail: {{en-verb}}
retail: {{en-noun|-}}
retail: {{en-adj|-}}
retail: {{en-verb}}
retail: {{en-noun|-}}
retail: {{en-adj|-}}
retail: {{en-verb}}
retailer: {{en-noun}}
retailer: {{en-noun}}
retailing: {{en-noun|~}}
retailing: {{en-noun|~}}
retailor: {{en-noun}}
retailor: {{en-verb}}
retain: {{en-verb}}
retain: {{en-conj|old=1}}
retain: {{en-noun}}
retainer: {{en-noun}}
retaining: {{en-adj|-}}
retaining: {{en-noun}}
retaining: {{en-adj|-}}
retaining: {{en-noun}}
retake: {{en-verb|retakes|retaking|retook|retaken}}
retake: {{en-noun}}
retake: {{en-verb|retakes|retaking|retook|retaken}}
retake: {{en-noun}}
retaker: {{en-noun}}
retaking: {{en-noun}}
retaking: {{en-noun}}
retaliate: {{en-verb}}
retaliation: {{en-noun|-|s}}
retaliative: {{en-adj}}
retaliatory: {{en-adj}}
retape: {{en-verb}}
retaping: {{en-noun}}
retard: {{en-noun}}
retard: {{en-verb}}
retard: {{en-noun}}
retard: {{en-verb}}
retardant: {{en-adj}}
retardant: {{en-noun}}
retardate: {{en-noun}}
retardation: {{en-noun|~}}
retarded: {{en-adj}}
retarded: {{en-adj}}
retarder: {{en-noun}}
retarding: {{en-noun}}
retarget: {{en-verb|pres_ptc2=retargetting|past2=retargetted}}
retaste: {{en-verb}}
retasting: {{en-noun}}
retax: {{en-verb}}
retax: {{en-verb}}
retch: {{en-verb}}
retch: {{en-noun}}
retch: {{en-verb}}
retch: {{en-verb|past2=raught|past2_qual=obsolete}}
retching: {{en-noun}}
retd: {{en-adj|-}}
rete: {{en-noun|s|retia}}
reteach: {{en-verb|reteaches|reteaching|retaught}}
reteach: {{en-verb|reteaches|reteaching|retaught}}
reteam: {{en-verb}}
retear: {{en-verb|retears|retearing|retore|retorn}}
retell: {{en-verb|retells|retelling|retold}}
retelling: {{en-noun}}
retem: {{en-noun|-}}
retemper: {{en-verb}}
retene: {{en-noun|~}}
retention: {{en-noun|~}}
retentive: {{en-adj}}
retentive: {{en-noun}}
retentively: {{en-adv}}
retentiveness: {{en-noun|-}}
retentivity: {{en-noun|~}}
retest: {{en-noun}}
retest: {{en-verb}}
retexture: {{en-verb}}
retexture: {{en-noun|~}}
retexturing: {{en-noun}}
rethink: {{en-verb|rethinks|rethinking|rethought}}
rethink: {{en-noun}}
rethink: {{en-verb|rethinks|rethinking|rethought}}
rethink: {{en-noun}}
rethinker: {{en-noun}}
rethinking: {{en-noun}}
rethread: {{en-verb}}
rethreading: {{en-noun}}
retial: {{en-adj}}
retiary: {{en-adj|-}}
retiary: {{en-noun}}
retiary: {{en-adj|-}}
retiary: {{en-noun}}
reticence: {{en-noun|~}}
reticence: {{en-verb}}
reticences: {{en-plural noun}}
reticency: {{en-noun|~}}
reticent: {{en-adj}}
reticently: {{en-adv}}
reticle: {{en-noun}}
reticula: {{en-noun|reticulae}}
reticular: {{en-adj}}
reticulate: {{en-adj}}
reticulate: {{en-verb}}
reticulate: {{en-adj}}
reticulate: {{en-verb}}
reticulated: {{en-adj|-}}
reticulated: {{en-adj|-}}
reticulately: {{en-adv|-}}
reticulation: {{en-noun|~}}
reticule: {{en-noun}}
reticulocyte: {{en-noun}}
reticuloendothelial: {{en-adj|-}}
reticulum: {{en-noun|reticula|s}}
retie: {{en-verb}}
retiform: {{en-adj}}
retighten: {{en-verb}}
retightening: {{en-noun}}
retile: {{en-verb}}
retime: {{en-noun}}
retime: {{en-verb}}
retina: {{en-noun|+|retinae|retinæ|pl3qual=obsolete}}
retinaculum: {{en-noun|retinacula}}
retinal: {{en-adj|-}}
retinal: {{en-noun|~}}
retinal: {{en-adj|-}}
retinal: {{en-noun|~}}
retinene: {{en-noun}}
retinite: {{en-noun|~}}
retinitis: {{en-noun|-}}
retinoblastoma: {{en-noun|s|retinoblastomata}}
retinoid: {{en-adj}}
retinoid: {{en-noun}}
retinol: {{en-noun|~}}
retinopathy: {{en-noun|~}}
retinoscopy: {{en-noun|~}}
retinotectal: {{en-adj|-}}
retint: {{en-verb}}
retinue: {{en-noun}}
retinued: {{en-adj|-}}
retinula: {{en-noun|s|retinulae}}
retinular: {{en-adj|-}}
retire: {{en-verb}}
retire: {{en-noun}}
retire: {{en-verb}}
retire: {{en-verb}}
retire: {{en-noun}}
retire: {{en-verb}}
retired: {{en-adj}}
retired: {{en-adj}}
retiredly: {{en-adv}}
retiredness: {{en-noun|-}}
retiree: {{en-noun}}
retirement: {{en-noun|~}}
retirer: {{en-noun}}
retiring: {{en-noun}}
retiring: {{en-noun}}
retiringly: {{en-adv}}
retiringness: {{en-noun|-}}
retitle: {{en-verb}}
retitling: {{en-noun}}
retool: {{en-verb}}
retooling: {{en-noun}}
retort: {{en-noun}}
retort: {{en-verb}}
retort: {{en-noun}}
retort: {{en-verb}}
retort: {{en-noun}}
retort: {{en-verb}}
retort: {{en-noun}}
retort: {{en-verb}}
retorted: {{en-adj|-}}
retorter: {{en-noun}}
retouch: {{en-verb}}
retouch: {{en-conj|es}}
retouch: {{en-noun}}
retoucher: {{en-noun}}
retouching: {{en-noun}}
retrace: {{en-verb}}
retrace: {{en-noun}}
retracing: {{en-noun}}
retrack: {{en-verb}}
retract: {{en-verb}}
retract: {{en-conj-simple}}
retract: {{en-noun}}
retract: {{en-verb}}
retract: {{en-conj-simple}}
retractable: {{en-adj|-}}
retractable: {{en-noun}}
retractile: {{en-adj}}
retractility: {{en-noun|-}}
retraction: {{en-noun|~}}
retractor: {{en-noun}}
retrain: {{en-verb}}
retrain: {{en-noun}}
retrainable: {{en-adj|-}}
retraining: {{en-noun|-}}
retral: {{en-adj|-}}
retrally: {{en-adv}}
retransfer: {{en-verb|++}}
retransfer: {{en-noun}}
retransform: {{en-verb}}
retransformation: {{en-noun|~}}
retranslate: {{en-verb}}
retranslation: {{en-noun|~}}
retransmission: {{en-noun|~}}
retransmit: {{en-verb|++}}
retread: {{en-verb}}
retread: {{en-noun}}
retread: {{en-verb|retreads|retreading|retrod|retrodden}}
retread: {{en-noun}}
retread: {{en-verb}}
retread: {{en-noun}}
retread: {{en-verb|retreads|retreading|retrod|retrodden}}
retread: {{en-noun}}
retreat: {{en-noun}}
retreat: {{en-verb}}
retreat: {{en-verb}}
retreat: {{en-noun}}
retreat: {{en-verb}}
retreat: {{en-verb}}
retreatant: {{en-noun}}
retreater: {{en-noun}}
retreating: {{en-noun}}
retreating: {{en-noun}}
retrench: {{en-verb}}
retrench: {{en-verb}}
retrenchment: {{en-noun|~}}
retrenchment: {{en-noun}}
retrial: {{en-noun}}
retribution: {{en-noun|~}}
retributive: {{en-adj}}
retributively: {{en-adv|-}}
retributory: {{en-adj}}
retrievability: {{en-noun|-}}
retrievable: {{en-adj}}
retrieval: {{en-noun|~}}
retrieve: {{en-verb}}
retrieve: {{en-noun}}
retriever: {{en-noun}}
retrieving: {{en-noun}}
retrim: {{en-verb|++}}
retrim: {{en-noun}}
retro: {{en-adj}}
retro: {{en-noun|~|s|retroes}}
retroact: {{en-verb}}
retroaction: {{en-noun|~}}
retroactive: {{en-adj|-}}
retroactively: {{en-adv|-}}
retroactivity: {{en-noun|-|+}}
retrocede: {{en-verb}}
retrocession: {{en-noun|~}}
retrodict: {{en-verb}}
retrodiction: {{en-noun|~}}
retrodictive: {{en-adj}}
retrofire: {{en-adj|-}}
retrofire: {{en-verb}}
retrofit: {{en-verb|++}}
retrofit: {{en-noun}}
retrofitting: {{en-noun}}
retroflection: {{en-noun|~}}
retroflex: {{en-adj}}
retroflex: {{en-noun}}
retroflexion: {{en-noun|~}}
retrogradation: {{en-noun|~}}
retrograde: {{en-adj}}
retrograde: {{en-adv}}
retrograde: {{en-noun}}
retrograde: {{en-verb}}
retrograde: {{en-adj}}
retrograde: {{en-adv}}
retrograde: {{en-noun}}
retrograde: {{en-verb}}
retrogradely: {{en-adv}}
retrogress: {{en-verb}}
retrogress: {{en-noun}}
retrogression: {{en-noun|~}}
retrogressive: {{en-adj}}
retrogressive: {{en-noun}}
retrogressively: {{en-adv}}
retropack: {{en-noun}}
retroperitoneal: {{en-adj}}
retroperitoneally: {{en-adv|-}}
retroreflection: {{en-noun|~}}
retroreflective: {{en-adj}}
retroreflector: {{en-noun}}
retrorocket: {{en-noun}}
retrorse: {{en-adj}}
retrospect: {{en-noun}}
retrospect: {{en-verb}}
retrospect: {{en-noun}}
retrospect: {{en-verb}}
retrospection: {{en-noun}}
retrospective: {{en-adj}}
retrospective: {{en-noun}}
retrospective: {{en-adj}}
retrospective: {{en-noun}}
retrospectively: {{en-adv}}
retroversion: {{en-noun|~}}
retroviral: {{en-adj|-}}
retroviral: {{en-noun}}
retrovirus: {{en-noun}}
retry: {{en-verb}}
retry: {{en-noun}}
retrying: {{en-noun}}
retsina: {{en-noun|~}}
retted: {{en-adj}}
retting: {{en-noun|~}}
retune: {{en-verb}}
retuning: {{en-noun}}
return: {{en-verb}}
return: {{en-noun|~}}
return: {{en-verb}}
return: {{en-noun|~}}
returnable: {{en-adj|-}}
returnable: {{en-noun}}
returned: {{en-adj}}
returnee: {{en-noun}}
returner: {{en-noun}}
returning: {{en-noun}}
returning: {{en-noun}}
returns: {{en-noun|?}}
returns: {{en-noun|?}}
retuse: {{en-adj}}
retwist: {{en-verb}}
retying: {{en-noun}}
retying: {{en-noun}}
retype: {{en-verb}}
reunification: {{en-noun|~}}
reunify: {{en-verb}}
reunion: {{en-noun|~}}
reunionist: {{en-noun}}
reunionistic: {{en-adj}}
reunite: {{en-verb}}
reunited: {{en-adj|-}}
reuniter: {{en-noun}}
reuniting: {{en-noun}}
reupholster: {{en-verb}}
reupholstering: {{en-noun|~}}
reusability: {{en-noun|-|+}}
reusable: {{en-adj}}
reusable: {{en-noun}}
reuse: {{en-noun|~}}
reuse: {{en-verb}}
reusing: {{en-noun}}
reutilization: {{en-noun|~}}
reutilize: {{en-verb}}
reutter: {{en-verb}}
rev: {{en-verb}}
rev: {{en-noun}}
rev: {{en-noun}}
rev: {{en-verb}}
rev: {{en-noun}}
rev: {{en-noun}}
revaccinate: {{en-verb}}
revaccination: {{en-noun|~}}
revalidate: {{en-verb}}
revalidation: {{en-noun|~}}
revalorization: {{en-noun}}
revalorize: {{en-verb}}
revaluate: {{en-verb}}
revaluation: {{en-noun|~}}
revalue: {{en-verb}}
revamp: {{en-verb}}
revamp: {{en-noun}}
revamper: {{en-noun}}
revamping: {{en-noun}}
revanche: {{en-noun|~}}
revanchism: {{en-noun|-|s}}
revanchist: {{en-noun}}
revanchist: {{en-adj|-}}
revascularization: {{en-noun|~}}
reveal: {{en-noun}}
reveal: {{en-verb}}
revealable: {{en-adj|-}}
revealed: {{en-adj}}
revealed: {{en-adj}}
revealer: {{en-noun}}
revealing: {{en-adj}}
revealing: {{en-noun}}
revealing: {{en-adj}}
revealing: {{en-noun}}
revealing: {{en-adj}}
revealing: {{en-noun}}
revealingly: {{en-adv}}
revealment: {{en-noun}}
revegetate: {{en-verb}}
revegetation: {{en-noun|-|s}}
revehent: {{en-adj|-}}
reveille: {{en-noun|~}}
revel: {{en-noun}}
revel: {{en-verb|++|pres_ptc2=reveling|past2=reveled}}
revel: {{en-verb|++}}
revel: {{en-noun}}
revel: {{en-noun}}
revel: {{en-verb|++|pres_ptc2=reveling|past2=reveled}}
revel: {{en-verb|++}}
revel: {{en-noun}}
revelation: {{en-noun}}
revelator: {{en-noun}}
revelatory: {{en-adj}}
reveler: {{en-noun}}
reveling: {{en-noun}}
reveller: {{en-noun}}
revelling: {{en-noun}}
revelry: {{en-noun|~}}
revenant: {{en-noun}}
revenant: {{en-adj}}
revenge: {{en-noun|-|s}}
revenge: {{en-verb}}
revenge: {{en-noun|-|s}}
revenge: {{en-verb}}
revengeful: {{en-adj}}
revengefully: {{en-adv}}
revengefulness: {{en-noun|-}}
revenger: {{en-noun}}
revenging: {{en-noun}}
revenual: {{en-adj|-}}
revenue: {{en-noun|~}}
revenue: {{en-verb}}
revenuer: {{en-noun}}
reverb: {{en-noun|-}}
reverb: {{en-verb}}
reverbed: {{en-adj|-}}
reverberant: {{en-adj}}
reverberantly: {{en-adv}}
reverberate: {{en-verb}}
reverberate: {{en-adj}}
reverberation: {{en-noun|~}}
reverberative: {{en-adj}}
reverberatory: {{en-adj}}
reverberatory: {{en-noun}}
reverberatory: {{en-adj}}
reverberatory: {{en-noun}}
revere: {{en-verb}}
revere: {{en-noun}}
revere: {{en-verb}}
revere: {{en-noun}}
revered: {{en-adj}}
revered: {{en-adj}}
reverence: {{en-noun|~}}
reverence: {{en-verb}}
reverence: {{en-noun|~}}
reverence: {{en-verb}}
reverencer: {{en-noun}}
reverend: {{en-noun}}
reverend: {{en-noun}}
reverent: {{en-adj}}
reverential: {{en-adj}}
reverentially: {{en-adv}}
reverently: {{en-adv}}
reverer: {{en-noun}}
reverie: {{en-noun|~}}
reverie: {{en-noun}}
reverify: {{en-verb}}
revers: {{en-noun|revers}}
reversal: {{en-noun|~}}
reversal: {{en-adj|-}}
reverse: {{en-adj|-}}
reverse: {{en-adv|-}}
reverse: {{en-noun}}
reverse: {{en-verb}}
reverse: {{en-adj|-}}
reverse: {{en-adv|-}}
reverse: {{en-noun}}
reverse: {{en-verb}}
reverse: {{en-adj|-}}
reverse: {{en-adv|-}}
reverse: {{en-noun}}
reverse: {{en-verb}}
reversed: {{en-adj|-}}
reversed: {{en-adj|-}}
reversely: {{en-adv|-}}
reverser: {{en-noun}}
reversibility: {{en-noun|-|+}}
reversible: {{en-adj|-}}
reversible: {{en-noun}}
reversible: {{en-adj|-}}
reversible: {{en-noun}}
reversibly: {{en-adv}}
reversing: {{en-noun}}
reversion: {{en-noun|~}}
reversionary: {{en-noun}}
reversionary: {{en-adj}}
reversioner: {{en-noun}}
reverso: {{en-noun}}
revert: {{en-noun}}
revert: {{en-verb}}
revertant: {{en-adj}}
revertant: {{en-noun}}
reverted: {{en-adj}}
reverter: {{en-noun}}
revertible: {{en-adj|-}}
revery: {{en-noun}}
revest: {{en-verb}}
revet: {{en-verb|pres_ptc2=revetting|past2=revetted}}
revetment: {{en-noun}}
revictual: {{en-verb|pres_ptc2=revictualling|past2=revictualled}}
review: {{en-noun|~}}
review: {{en-verb}}
review: {{en-noun|~}}
review: {{en-verb}}
review: {{en-noun|~}}
review: {{en-verb}}
reviewable: {{en-adj|-}}
reviewal: {{en-noun|~}}
reviewer: {{en-noun}}
reviewer: {{en-noun}}
reviewing: {{en-noun}}
revile: {{en-verb}}
revile: {{en-noun|-}}
revilement: {{en-noun|~}}
reviler: {{en-noun}}
reviling: {{en-noun}}
revisable: {{en-adj}}
revisal: {{en-noun|~}}
revise: {{en-verb}}
revise: {{en-noun}}
revise: {{en-verb}}
revise: {{en-noun}}
reviser: {{en-noun}}
revision: {{en-noun|~}}
revision: {{en-verb}}
revisionary: {{en-adj}}
revisionism: {{en-noun|~}}
revisionist: {{en-adj}}
revisionist: {{en-noun}}
revisit: {{en-verb}}
revisit: {{en-noun}}
revisiting: {{en-noun}}
revisor: {{en-noun}}
revisory: {{en-adj}}
revisualization: {{en-noun|~}}
revitalise: {{en-verb}}
revitalization: {{en-noun|~}}
revitalize: {{en-verb}}
revivable: {{en-adj}}
revival: {{en-noun|~}}
revivalism: {{en-noun|~}}
revivalist: {{en-noun}}
revivalist: {{en-adj}}
revivalistic: {{en-adj}}
revive: {{en-verb}}
reviver: {{en-noun}}
revivification: {{en-noun|~}}
revivify: {{en-verb}}
reviving: {{en-noun}}
reviving: {{en-noun}}
reviviscence: {{en-noun|~}}
reviviscent: {{en-adj}}
revocable: {{en-adj|-}}
revocation: {{en-noun|~}}
revoice: {{en-verb}}
revoicing: {{en-noun|~}}
revokable: {{en-adj|-}}
revoke: {{en-verb}}
revoke: {{en-noun}}
revoke: {{en-verb}}
revoke: {{en-noun}}
revoker: {{en-noun}}
revoking: {{en-noun}}
revolt: {{en-verb}}
revolt: {{en-conj|old=1}}
revolt: {{en-noun|~}}
revolt: {{en-verb}}
revolt: {{en-conj|old=1}}
revolt: {{en-noun|~}}
revolter: {{en-noun}}
revolting: {{en-noun|~}}
revolting: {{en-adj}}
revolting: {{en-noun|~}}
revolting: {{en-adj}}
revoltingly: {{en-adv}}
revolute: {{en-adj|-}}
revolute: {{en-verb}}
revolute: {{en-verb}}
revolution: {{en-noun|~}}
revolutionarily: {{en-adv|-}}
revolutionariness: {{en-noun|-}}
revolutionary: {{en-adj}}
revolutionary: {{en-noun}}
revolutionary: {{en-adj}}
revolutionary: {{en-noun}}
revolutionise: {{en-verb}}
revolutionist: {{en-noun}}
revolutionize: {{en-verb}}
revolutionizer: {{en-noun}}
revolvable: {{en-adj|-}}
revolve: {{en-verb}}
revolve: {{en-noun}}
revolver: {{en-noun}}
revolving: {{en-adj|-}}
revolving: {{en-noun}}
revolving: {{en-adj|-}}
revolving: {{en-noun}}
revote: {{en-noun}}
revote: {{en-verb}}
revue: {{en-noun}}
revuist: {{en-noun}}
revulsed: {{en-adj}}
revulsion: {{en-noun|-|s}}
revulsive: {{en-adj}}
revulsive: {{en-noun}}
revulsive: {{en-adj}}
revulsive: {{en-noun}}
revving: {{en-noun}}
rewake: {{en-verb|rewakes|rewaking|rewoke|past2=rewaked|rewoken|past_ptc2=rewaked}}
rewaken: {{en-verb}}
rewakening: {{en-noun}}
reward: {{en-noun}}
reward: {{en-verb}}
reward: {{en-noun}}
reward: {{en-verb}}
rewardable: {{en-adj}}
rewarder: {{en-noun}}
rewardingly: {{en-adv|-}}
rewarm: {{en-verb}}
rewash: {{en-noun}}
rewash: {{en-verb}}
rewash: {{en-noun}}
rewash: {{en-verb}}
rewax: {{en-verb}}
rewax: {{en-verb}}
rewaxing: {{en-noun}}
rewaxing: {{en-noun}}
rewaxing: {{en-noun}}
reweave: {{en-verb|reweaves|reweaving|rewove|rewoven}}
rewed: {{en-verb|+|++|rewed|past2=++}}
reweigh: {{en-verb}}
reweighing: {{en-noun}}
reweld: {{en-verb}}
rewet: {{en-verb|rewets|rewetting|rewet|past2=rewetted}}
rewet: {{en-noun}}
rewetting: {{en-noun}}
rewiden: {{en-verb}}
rewin: {{en-verb|rewins|rewinning|rewon}}
rewind: {{en-verb|rewinds|rewinding|rewound}}
rewind: {{en-noun}}
rewinder: {{en-noun}}
rewinding: {{en-noun}}
rewire: {{en-verb}}
rewire: {{en-noun}}
rewiring: {{en-noun}}
reword: {{en-verb}}
rewording: {{en-noun}}
rewording: {{en-noun}}
rework: {{en-noun|~}}
rework: {{en-verb|past2=rewrought|past2_qual=rare}}
reworking: {{en-noun}}
rewoven: {{en-adj|-}}
rewoven: {{en-adj|-}}
rewrap: {{en-verb|++}}
rewrapping: {{en-noun}}
rewrite: {{en-noun}}
rewrite: {{en-verb|rewrites|rewriting|rewrote|rewritten}}
rewrite: {{en-noun}}
rewrite: {{en-verb|rewrites|rewriting|rewrote|rewritten}}
rewriter: {{en-noun}}
rewriting: {{en-noun|~}}
rewriting: {{en-noun|~}}
rewrought: {{en-adj}}
rewrought: {{en-adj}}
rex: {{en-noun}}
reynard: {{en-noun|s}}
rezone: {{en-verb}}
rezoning: {{en-noun}}
rhabdom: {{en-noun}}
rhabdomancer: {{en-noun}}
rhabdomancy: {{en-noun|-}}
rhabdome: {{en-noun}}
rhabdomere: {{en-noun}}
rhabdomyosarcoma: {{en-noun|s|rhabdomyosarcomata}}
rhabdovirus: {{en-noun}}
rhachis: {{en-noun|+|rhachides}}
rhamnose: {{en-noun}}
rhamnus: {{en-noun}}
rhaphe: {{en-noun}}
rhapsode: {{en-noun}}
rhapsodical: {{en-adj}}
rhapsodically: {{en-adv}}
rhapsodist: {{en-noun}}
rhapsodize: {{en-verb}}
rhapsodizing: {{en-noun}}
rhapsody: {{en-noun}}
rhapsody: {{en-verb}}
rhatany: {{en-noun|~}}
rhea: {{en-noun}}
rhea: {{en-noun|?}}
rhebok: {{en-noun}}
rhematic: {{en-noun|~}}
rhematic: {{en-adj|-}}
rhenium: {{en-noun|~}}
rheobase: {{en-noun}}
rheological: {{en-adj}}
rheologically: {{en-adv|-}}
rheologist: {{en-noun}}
rheology: {{en-noun}}
rheometer: {{en-noun}}
rheophil: {{en-noun}}
rheostat: {{en-noun}}
rheostatic: {{en-adj}}
rhesus: {{en-noun}}
rhetor: {{en-noun}}
rhetoric: {{en-adj|?}}
rhetoric: {{en-noun|~}}
rhetorical: {{en-adj|-}}
rhetorical: {{en-noun}}
rhetorically: {{en-adv|-}}
rhetorician: {{en-noun}}
rheum: {{en-noun|~}}
rheumatic: {{en-adj}}
rheumatic: {{en-noun}}
rheumatic: {{en-adj}}
rheumatic: {{en-noun}}
rheumatically: {{en-adv}}
rheumatics: {{en-plural noun}}
rheumatism: {{en-noun|~}}
rheumatiz: {{en-noun|-|+}}
rheumatoid: {{en-adj|-|more}}
rheumatologist: {{en-noun}}
rheumatology: {{en-noun|-}}
rheumic: {{en-adj}}
rheumier: {{en-comparative of|rheumy}}
rheumiest: {{en-superlative of|rheumy}}
rheumy: {{en-adj|rheumier}}
rheumy: {{en-adj|rheumier}}
rhinal: {{en-adj|-}}
rhinencephalic: {{en-adj|-}}
rhinencephalon: {{en-noun|rhinencephala}}
rhinestone: {{en-noun}}
rhinestone: {{en-adj|-}}
rhinestoned: {{en-adj|-}}
rhinestoned: {{en-adj|-}}
rhinitis: {{en-noun|rhinitides}}
rhino: {{en-noun|-}}
rhino: {{en-noun}}
rhinoceros: {{en-noun|rhinoceros|+|rhinocerosses|pl3qual=uncommon|rhinoceri|pl4qual=nonstandard|rhinoceroi|pl5qual=nonstandard|rhinocerotes|pl6qual=now rare}}
rhinoplasty: {{en-noun|~}}
rhinoscopy: {{en-noun|~}}
rhinovirus: {{en-noun}}
rhizobial: {{en-adj}}
rhizobium: {{en-noun|rhizobia}}
rhizoid: {{en-noun}}
rhizoid: {{en-adj}}
rhizoidal: {{en-adj}}
rhizoma: {{en-noun|s|rhizomata}}
rhizomatous: {{en-adj}}
rhizome: {{en-noun}}
rhizomic: {{en-adj|-}}
rhizoplane: {{en-noun}}
rhizopod: {{en-noun}}
rhizosphere: {{en-noun}}
rhizotomy: {{en-noun}}
rho: {{en-noun}}
rhodamin: {{en-noun}}
rhodamine: {{en-noun}}
rhodic: {{en-adj|-}}
rhodium: {{en-noun|-|s}}
rhodochrosite: {{en-noun|~}}
rhododendron: {{en-noun|s|rhododendra}}
rhodolite: {{en-noun}}
rhodomontade: {{en-noun|~}}
rhodomontade: {{en-verb}}
rhodonite: {{en-noun|~}}
rhodopsin: {{en-noun|~}}
rhodora: {{en-noun}}
rhomb: {{en-noun}}
rhombencephalon: {{en-noun|s|rhombencephala}}
rhombohedral: {{en-adj|-}}
rhombohedron: {{en-noun|rhombohedra|s}}
rhomboid: {{en-noun}}
rhomboid: {{en-adj|?}}
rhomboid: {{en-noun}}
rhomboid: {{en-adj|?}}
rhomboidal: {{en-adj}}
rhomboideus: {{en-noun|rhomboidei}}
rhombus: {{en-noun|rhombi|+}}
rhonchal: {{en-adj|-}}
rhonchus: {{en-noun|rhonchi}}
rhubarb: {{en-noun|~|rhubarb|s}}
rhubarb: {{en-adj|-}}
rhubarb: {{en-verb}}
rhubarb: {{en-noun|~}}
rhubarb: {{en-verb}}
rhumb: {{en-noun}}
rhumba: {{en-noun|~}}
rhumba: {{en-verb}}
rhumba: {{en-noun|~}}
rhumba: {{en-verb}}
rhyme: {{en-noun|~}}
rhyme: {{en-verb}}
rhyme: {{en-noun|~}}
rhyme: {{en-verb}}
rhymeless: {{en-adj|-}}
rhymer: {{en-noun}}
rhymester: {{en-noun}}
rhyming: {{en-noun}}
rhyming: {{en-noun}}
rhynchocephalian: {{en-noun}}
rhyolite: {{en-noun|~}}
rhyolitic: {{en-adj}}
rhythm: {{en-noun|~}}
rhythmic: {{en-adj}}
rhythmical: {{en-adj}}
rhythmically: {{en-adv}}
rhythmicity: {{en-noun|-|+}}
rhythmics: {{en-noun|-}}
rhythmist: {{en-noun}}
rhythmization: {{en-noun|~}}
rhythmize: {{en-verb}}
rhytidome: {{en-noun|-|s}}
rhyton: {{en-noun|s|rhyta}}
rial: {{en-noun}}
riant: {{en-adj}}
riantly: {{en-adv}}
riata: {{en-noun}}
rib: {{en-noun}}
rib: {{en-verb}}
rib: {{en-noun}}
rib: {{en-noun}}
rib: {{en-verb}}
rib: {{en-noun}}
ribald: {{en-adj}}
ribald: {{en-noun}}
ribald: {{en-adj}}
ribald: {{en-noun}}
ribaldly: {{en-adv}}
ribaldry: {{en-noun|~}}
riband: {{en-noun|~}}
ribavirin: {{en-noun|~}}
ribband: {{en-noun}}
ribband: {{en-noun}}
ribber: {{en-noun}}
ribbing: {{en-noun|~}}
ribbing: {{en-noun|~}}
ribbon: {{en-noun|~}}
ribbon: {{en-verb}}
ribboned: {{en-adj}}
ribbonfish: {{en-noun|+|ribbonfish}}
ribbonlike: {{en-adj}}
ribbony: {{en-adj}}
ribby: {{en-adj}}
ribgrass: {{en-noun}}
ribless: {{en-adj|-}}
riblet: {{en-noun}}
riblike: {{en-adj|-}}
riboflavin: {{en-noun|~}}
ribonuclease: {{en-noun}}
ribonucleoprotein: {{en-noun}}
ribonucleoside: {{en-noun}}
ribonucleotide: {{en-noun}}
ribose: {{en-noun}}
ribosomal: {{en-adj}}
ribosome: {{en-noun}}
ribwort: {{en-noun}}
rice: {{en-noun|~}}
rice: {{en-verb}}
rice: {{en-noun}}
